session_duration,inter_action_variance,actions_per_session,batch_size_mean,idle_ratio,tool_diversity,label,identity_type,is_compromised
158.67199995315576,3.2267358475185555,26.58330778124291,6.807799426930913,0.010773297366119965,4.767252524286517,agent_compromised,agent,True
1225.5054759864843,45.62171175542306,14.115763223503034,1.4688457260385748,0.47963344237912553,3.3650983746008087,human_normal,human,False
48.65100447621779,1.7234720314495728,45.783166838243844,4.552601180354617,0.06265399170933021,6.146869868935022,agent_normal,agent,False
112.85583012843114,49.35581430692388,37.70042933926925,2.992477236954458,0.26557510374984183,4.520572442938397,human_compromised,human,True
85.68879992032609,2.7543583269543506,38.40980778980741,3.6452363276445165,0.039378433036821064,3.4754120510308404,agent_normal,agent,False
244.07543214979455,3.4719910154644076,33.68179738565031,5.058814467132795,0.04228271048233412,1.7552391583091507,agent_normal,agent,False
257.38514919588255,20.817211561252627,11.023361190548215,2.5597386202822903,0.18231975968587075,5.490709897144833,human_compromised,human,True
187.24262125067773,3.130516281188625,56.19021826077579,1.8207876141979842,0.02157736826783908,8.406289393837907,agent_compromised,agent,True
1217.33889407997,59.78825344601895,11.638488921592279,1.0,0.42406933763348453,1.5876935966552983,human_normal,human,False
99.87989949124982,6.11823732041637,36.64318199286034,5.587429328141147,0.0434944412250048,3.8493644382732284,agent_normal,agent,False
789.9430995093265,29.929448392852443,12.899054483923681,1.0,0.3760710346656661,1.0,human_normal,human,False
124.13828659574789,4.711386764227422,28.45429583393446,3.8393788598792304,0.02163850742037709,5.519284312222826,agent_normal,agent,False
100.67365778810772,6.208366764339386,27.118895491383892,3.744984347340139,0.002953339615272027,4.085739754002741,agent_normal,agent,False
229.37675133366957,23.70802827302841,35.261896681068635,1.763826634303471,0.22102748764711766,3.8959474636811557,human_compromised,human,True
1121.6466005296372,7.161074933761789,11.854215697375107,1.0,0.3967954045560484,3.1754703510358304,human_normal,human,False
1054.3386210226004,49.05594553795559,12.140131896687333,1.318766348294445,0.0,6.9521111316225,human_normal,human,False
173.42850322129152,0.0,27.153437932887492,2.602569651862292,0.4741259076976786,1.362484461752163,human_compromised,human,True
